N,CRR,BS
1270,8.101142806,8.102643534
1271,8.104125978,8.102643534
1272,8.101145166,8.102643534
1273,8.104123649,8.102643534
1274,8.101147518,8.102643534
1275,8.104121327,8.102643534
1276,8.101149862,8.102643534
1277,8.104119013,8.102643534
1278,8.1011522,8.102643534
1279,8.104116705,8.102643534
1280,8.10115453,8.102643534
1281,8.104114405,8.102643534
1282,8.101156852,8.102643534
1283,8.104112112,8.102643534
1284,8.101159168,8.102643534
1285,8.104109826,8.102643534
1286,8.101161476,8.102643534
1287,8.104107547,8.102643534
1288,8.101163777,8.102643534
1289,8.104105275,8.102643534
1290,8.101166071,8.102643534
1291,8.10410301,8.102643534
1292,8.101168358,8.102643534
1293,8.104100753,8.102643534
1294,8.101170638,8.102643534
1295,8.104098502,8.102643534
1296,8.101172911,8.102643534
1297,8.104096258,8.102643534
1298,8.101175176,8.102643534
1299,8.104094021,8.102643534
1300,8.101177435,8.102643534
1301,8.104091791,8.102643534
1302,8.101179687,8.102643534
1303,8.104089568,8.102643534
1304,8.101181932,8.102643534
1305,8.104087352,8.102643534
1306,8.10118417,8.102643534
1307,8.104085142,8.102643534
1308,8.101186401,8.102643534
1309,8.104082939,8.102643534
1310,8.101188626,8.102643534
1311,8.104080743,8.102643534
1312,8.101190843,8.102643534
1313,8.104078554,8.102643534
1314,8.101193054,8.102643534
1315,8.104076371,8.102643534
1316,8.101195259,8.102643534
1317,8.104074195,8.102643534
1318,8.101197456,8.102643534
1319,8.104072025,8.102643534
1320,8.101199647,8.102643534
1321,8.104069863,8.102643534
1322,8.101201831,8.102643534
1323,8.104067706,8.102643534
1324,8.101204009,8.102643534
1325,8.104065556,8.102643534
1326,8.10120618,8.102643534
1327,8.104063413,8.102643534
1328,8.101208344,8.102643534
1329,8.104061276,8.102643534
1330,8.101210502,8.102643534
1331,8.104059145,8.102643534
1332,8.101212654,8.102643534
1333,8.104057021,8.102643534
1334,8.101214799,8.102643534
1335,8.104054903,8.102643534
1336,8.101216937,8.102643534
1337,8.104052792,8.102643534
1338,8.101219069,8.102643534
1339,8.104050687,8.102643534
1340,8.101221195,8.102643534
1341,8.104048588,8.102643534
1342,8.101223315,8.102643534
1343,8.104046495,8.102643534
1344,8.101225428,8.102643534
1345,8.104044409,8.102643534
1346,8.101227535,8.102643534
1347,8.104042329,8.102643534
1348,8.101229636,8.102643534
1349,8.104040255,8.102643534
1350,8.10123173,8.102643534
1351,8.104038187,8.102643534
1352,8.101233818,8.102643534
1353,8.104036125,8.102643534
1354,8.101235901,8.102643534
1355,8.10403407,8.102643534
1356,8.101237977,8.102643534
1357,8.10403202,8.102643534
1358,8.101240046,8.102643534
1359,8.104029976,8.102643534
1360,8.10124211,8.102643534
1361,8.104027939,8.102643534
1362,8.101244168,8.102643534
1363,8.104025907,8.102643534
1364,8.10124622,8.102643534
1365,8.104023882,8.102643534
1366,8.101248265,8.102643534
1367,8.104021862,8.102643534
1368,8.101250305,8.102643534
1369,8.104019848,8.102643534
1370,8.101252339,8.102643534
1371,8.10401784,8.102643534
1372,8.101254366,8.102643534
1373,8.104015838,8.102643534
1374,8.101256388,8.102643534
1375,8.104013842,8.102643534
1376,8.101258404,8.102643534
1377,8.104011851,8.102643534
1378,8.101260414,8.102643534
1379,8.104009867,8.102643534
1380,8.101262419,8.102643534
1381,8.104007888,8.102643534
1382,8.101264417,8.102643534
1383,8.104005914,8.102643534
1384,8.10126641,8.102643534
1385,8.104003947,8.102643534
1386,8.101268397,8.102643534
1387,8.104001985,8.102643534
1388,8.101270378,8.102643534
1389,8.104000029,8.102643534
1390,8.101272354,8.102643534
1391,8.103998078,8.102643534
1392,8.101274324,8.102643534
1393,8.103996133,8.102643534
1394,8.101276288,8.102643534
1395,8.103994194,8.102643534
1396,8.101278247,8.102643534
1397,8.10399226,8.102643534
1398,8.1012802,8.102643534
1399,8.103990332,8.102643534
1400,8.101282147,8.102643534
1401,8.103988409,8.102643534
1402,8.101284089,8.102643534
1403,8.103986492,8.102643534
1404,8.101286026,8.102643534
1405,8.10398458,8.102643534
1406,8.101287956,8.102643534
1407,8.103982674,8.102643534
1408,8.101289882,8.102643534
1409,8.103980773,8.102643534
1410,8.101291802,8.102643534
1411,8.103978877,8.102643534
1412,8.101293716,8.102643534
1413,8.103976987,8.102643534
1414,8.101295625,8.102643534
1415,8.103975102,8.102643534
1416,8.101297529,8.102643534
1417,8.103973222,8.102643534
1418,8.101299427,8.102643534
1419,8.103971348,8.102643534
1420,8.10130132,8.102643534
1421,8.103969479,8.102643534
1422,8.101303208,8.102643534
1423,8.103967615,8.102643534
1424,8.10130509,8.102643534
1425,8.103965757,8.102643534
1426,8.101306967,8.102643534
1427,8.103963903,8.102643534
1428,8.101308839,8.102643534
1429,8.103962055,8.102643534
1430,8.101310705,8.102643534
1431,8.103960212,8.102643534
1432,8.101312567,8.102643534
1433,8.103958374,8.102643534
1434,8.101314423,8.102643534
1435,8.103956542,8.102643534
1436,8.101316274,8.102643534
1437,8.103954714,8.102643534
1438,8.10131812,8.102643534
1439,8.103952892,8.102643534
1440,8.10131996,8.102643534
1441,8.103951074,8.102643534
1442,8.101321796,8.102643534
1443,8.103949262,8.102643534
1444,8.101323626,8.102643534
1445,8.103947454,8.102643534
1446,8.101325452,8.102643534
1447,8.103945652,8.102643534
1448,8.101327272,8.102643534
1449,8.103943855,8.102643534
1450,8.101329088,8.102643534
1451,8.103942062,8.102643534
1452,8.101330898,8.102643534
1453,8.103940275,8.102643534
1454,8.101332703,8.102643534
1455,8.103938492,8.102643534
1456,8.101334504,8.102643534
1457,8.103936714,8.102643534
1458,8.101336299,8.102643534
1459,8.103934941,8.102643534
1460,8.10133809,8.102643534
1461,8.103933173,8.102643534
1462,8.101339876,8.102643534
1463,8.10393141,8.102643534
1464,8.101341656,8.102643534
1465,8.103929652,8.102643534
1466,8.101343432,8.102643534
1467,8.103927898,8.102643534
1468,8.101345203,8.102643534
1469,8.10392615,8.102643534
1470,8.10134697,8.102643534
1471,8.103924406,8.102643534
1472,8.101348731,8.102643534
1473,8.103922666,8.102643534
1474,8.101350488,8.102643534
1475,8.103920932,8.102643534
1476,8.10135224,8.102643534
1477,8.103919202,8.102643534
1478,8.101353987,8.102643534
1479,8.103917477,8.102643534
1480,8.10135573,8.102643534
1481,8.103915756,8.102643534
1482,8.101357467,8.102643534
1483,8.10391404,8.102643534
1484,8.1013592,8.102643534
1485,8.103912329,8.102643534
1486,8.101360929,8.102643534
1487,8.103910622,8.102643534
1488,8.101362653,8.102643534
1489,8.10390892,8.102643534
1490,8.101364372,8.102643534
1491,8.103907223,8.102643534
1492,8.101366086,8.102643534
1493,8.10390553,8.102643534
1494,8.101367796,8.102643534
1495,8.103903841,8.102643534
1496,8.101369502,8.102643534
1497,8.103902158,8.102643534
1498,8.101371203,8.102643534
1499,8.103900478,8.102643534
1500,8.101372899,8.102643534
1501,8.103898803,8.102643534
1502,8.101374591,8.102643534
1503,8.103897133,8.102643534
1504,8.101376278,8.102643534
1505,8.103895467,8.102643534
1506,8.101377961,8.102643534
1507,8.103893805,8.102643534
1508,8.101379639,8.102643534
1509,8.103892148,8.102643534
1510,8.101381313,8.102643534
1511,8.103890495,8.102643534
1512,8.101382982,8.102643534
1513,8.103888846,8.102643534
1514,8.101384647,8.102643534
1515,8.103887202,8.102643534
1516,8.101386308,8.102643534
1517,8.103885563,8.102643534
1518,8.101387964,8.102643534
1519,8.103883927,8.102643534
1520,8.101389616,8.102643534
1521,8.103882296,8.102643534
1522,8.101391264,8.102643534
1523,8.103880669,8.102643534
1524,8.101392907,8.102643534
1525,8.103879047,8.102643534
1526,8.101394546,8.102643534
1527,8.103877428,8.102643534
1528,8.101396181,8.102643534
1529,8.103875814,8.102643534
1530,8.101397811,8.102643534
1531,8.103874204,8.102643534
1532,8.101399437,8.102643534
1533,8.103872598,8.102643534
1534,8.101401059,8.102643534
1535,8.103870997,8.102643534
1536,8.101402677,8.102643534
1537,8.1038694,8.102643534
1538,8.10140429,8.102643534
1539,8.103867806,8.102643534
1540,8.1014059,8.102643534
1541,8.103866217,8.102643534
1542,8.101407505,8.102643534
1543,8.103864632,8.102643534
1544,8.101409106,8.102643534
1545,8.103863052,8.102643534
1546,8.101410703,8.102643534
1547,8.103861475,8.102643534
1548,8.101412295,8.102643534
1549,8.103859902,8.102643534
1550,8.101413884,8.102643534
1551,8.103858334,8.102643534
1552,8.101415468,8.102643534
1553,8.103856769,8.102643534
1554,8.101417049,8.102643534
1555,8.103855208,8.102643534
1556,8.101418625,8.102643534
1557,8.103853652,8.102643534
1558,8.101420197,8.102643534
1559,8.103852099,8.102643534
1560,8.101421766,8.102643534
1561,8.103850551,8.102643534
1562,8.10142333,8.102643534
1563,8.103849006,8.102643534
1564,8.10142489,8.102643534
1565,8.103847465,8.102643534
1566,8.101426446,8.102643534
1567,8.103845929,8.102643534
1568,8.101427999,8.102643534
1569,8.103844396,8.102643534
1570,8.101429547,8.102643534
1571,8.103842867,8.102643534
1572,8.101431091,8.102643534
1573,8.103841342,8.102643534
1574,8.101432632,8.102643534
1575,8.103839821,8.102643534
1576,8.101434168,8.102643534
1577,8.103838304,8.102643534
1578,8.101435701,8.102643534
1579,8.10383679,8.102643534
1580,8.10143723,8.102643534
1581,8.10383528,8.102643534
1582,8.101438755,8.102643534
1583,8.103833775,8.102643534
1584,8.101440276,8.102643534
1585,8.103832273,8.102643534
1586,8.101441793,8.102643534
1587,8.103830774,8.102643534
1588,8.101443306,8.102643534
1589,8.10382928,8.102643534
1590,8.101444816,8.102643534
1591,8.103827789,8.102643534
1592,8.101446322,8.102643534
1593,8.103826302,8.102643534
1594,8.101447824,8.102643534
1595,8.103824819,8.102643534
1596,8.101449322,8.102643534
1597,8.10382334,8.102643534
1598,8.101450817,8.102643534
1599,8.103821864,8.102643534
1600,8.101452307,8.102643534
1601,8.103820392,8.102643534
1602,8.101453794,8.102643534
1603,8.103818923,8.102643534
1604,8.101455278,8.102643534
1605,8.103817459,8.102643534
1606,8.101456757,8.102643534
1607,8.103815997,8.102643534
1608,8.101458233,8.102643534
1609,8.10381454,8.102643534
1610,8.101459706,8.102643534
1611,8.103813086,8.102643534
1612,8.101461174,8.102643534
1613,8.103811636,8.102643534
1614,8.101462639,8.102643534
1615,8.103810189,8.102643534
1616,8.101464101,8.102643534
1617,8.103808746,8.102643534
1618,8.101465559,8.102643534
1619,8.103807307,8.102643534
1620,8.101467013,8.102643534
1621,8.103805871,8.102643534
1622,8.101468463,8.102643534
1623,8.103804438,8.102643534
1624,8.10146991,8.102643534
1625,8.103803009,8.102643534
1626,8.101471354,8.102643534
1627,8.103801584,8.102643534
1628,8.101472794,8.102643534
1629,8.103800162,8.102643534
1630,8.10147423,8.102643534
1631,8.103798744,8.102643534
1632,8.101475663,8.102643534
1633,8.103797329,8.102643534
1634,8.101477092,8.102643534
1635,8.103795917,8.102643534
1636,8.101478518,8.102643534
1637,8.103794509,8.102643534
1638,8.101479941,8.102643534
1639,8.103793105,8.102643534
1640,8.101481359,8.102643534
1641,8.103791703,8.102643534
1642,8.101482775,8.102643534
1643,8.103790306,8.102643534
1644,8.101484187,8.102643534
1645,8.103788911,8.102643534
1646,8.101485596,8.102643534
1647,8.10378752,8.102643534
1648,8.101487001,8.102643534
1649,8.103786133,8.102643534
1650,8.101488402,8.102643534
1651,8.103784748,8.102643534
1652,8.101489801,8.102643534
1653,8.103783368,8.102643534
1654,8.101491196,8.102643534
1655,8.10378199,8.102643534
1656,8.101492587,8.102643534
1657,8.103780616,8.102643534
1658,8.101493976,8.102643534
1659,8.103779245,8.102643534
1660,8.101495361,8.102643534
1661,8.103777877,8.102643534
1662,8.101496742,8.102643534
1663,8.103776513,8.102643534
1664,8.10149812,8.102643534
1665,8.103775152,8.102643534
1666,8.101499495,8.102643534
1667,8.103773794,8.102643534
1668,8.101500867,8.102643534
1669,8.10377244,8.102643534
1670,8.101502235,8.102643534
1671,8.103771088,8.102643534
1672,8.1015036,8.102643534
1673,8.10376974,8.102643534
1674,8.101504962,8.102643534
1675,8.103768396,8.102643534
1676,8.101506321,8.102643534
1677,8.103767054,8.102643534
1678,8.101507676,8.102643534
1679,8.103765715,8.102643534
1680,8.101509028,8.102643534
1681,8.10376438,8.102643534
1682,8.101510377,8.102643534
1683,8.103763048,8.102643534
1684,8.101511723,8.102643534
1685,8.103761719,8.102643534
1686,8.101513065,8.102643534
1687,8.103760394,8.102643534
1688,8.101514405,8.102643534
1689,8.103759071,8.102643534
1690,8.101515741,8.102643534
1691,8.103757751,8.102643534
1692,8.101517074,8.102643534
1693,8.103756435,8.102643534
1694,8.101518404,8.102643534
1695,8.103755122,8.102643534
1696,8.10151973,8.102643534
1697,8.103753812,8.102643534
1698,8.101521054,8.102643534
1699,8.103752505,8.102643534
1700,8.101522374,8.102643534
1701,8.103751201,8.102643534
1702,8.101523692,8.102643534
1703,8.1037499,8.102643534
1704,8.101525006,8.102643534
1705,8.103748602,8.102643534
1706,8.101526317,8.102643534
1707,8.103747307,8.102643534
1708,8.101527625,8.102643534
1709,8.103746015,8.102643534
1710,8.10152893,8.102643534
1711,8.103744726,8.102643534
1712,8.101530232,8.102643534
1713,8.103743441,8.102643534
1714,8.101531531,8.102643534
1715,8.103742158,8.102643534
1716,8.101532827,8.102643534
1717,8.103740878,8.102643534
1718,8.10153412,8.102643534
1719,8.103739601,8.102643534
1720,8.10153541,8.102643534
1721,8.103738327,8.102643534
1722,8.101536697,8.102643534
1723,8.103737056,8.102643534
1724,8.101537981,8.102643534
1725,8.103735789,8.102643534
1726,8.101539262,8.102643534
1727,8.103734523,8.102643534
1728,8.10154054,8.102643534
1729,8.103733261,8.102643534
1730,8.101541815,8.102643534
1731,8.103732002,8.102643534
1732,8.101543087,8.102643534
1733,8.103730746,8.102643534
1734,8.101544356,8.102643534
1735,8.103729493,8.102643534
1736,8.101545623,8.102643534
1737,8.103728242,8.102643534
1738,8.101546886,8.102643534
1739,8.103726995,8.102643534
1740,8.101548146,8.102643534
1741,8.10372575,8.102643534
1742,8.101549404,8.102643534
1743,8.103724508,8.102643534
1744,8.101550659,8.102643534
1745,8.103723269,8.102643534
1746,8.10155191,8.102643534
1747,8.103722033,8.102643534
1748,8.101553159,8.102643534
1749,8.103720799,8.102643534
1750,8.101554405,8.102643534
1751,8.103719569,8.102643534
1752,8.101555648,8.102643534
1753,8.103718341,8.102643534
1754,8.101556889,8.102643534
1755,8.103717116,8.102643534
1756,8.101558126,8.102643534
1757,8.103715894,8.102643534
1758,8.101559361,8.102643534
1759,8.103714675,8.102643534
1760,8.101560593,8.102643534
1761,8.103713458,8.102643534
1762,8.101561822,8.102643534
1763,8.103712244,8.102643534
1764,8.101563049,8.102643534
1765,8.103711033,8.102643534
1766,8.101564272,8.102643534
1767,8.103709825,8.102643534
1768,8.101565493,8.102643534
1769,8.103708619,8.102643534
1770,8.101566711,8.102643534
1771,8.103707416,8.102643534
1772,8.101567926,8.102643534
1773,8.103706216,8.102643534
1774,8.101569139,8.102643534
1775,8.103705019,8.102643534
1776,8.101570349,8.102643534
1777,8.103703824,8.102643534
1778,8.101571556,8.102643534
1779,8.103702632,8.102643534
1780,8.10157276,8.102643534
1781,8.103701442,8.102643534
1782,8.101573962,8.102643534
1783,8.103700256,8.102643534
1784,8.101575161,8.102643534
1785,8.103699072,8.102643534
1786,8.101576357,8.102643534
1787,8.10369789,8.102643534
1788,8.101577551,8.102643534
1789,8.103696711,8.102643534
1790,8.101578742,8.102643534
1791,8.103695535,8.102643534
1792,8.10157993,8.102643534
1793,8.103694362,8.102643534
1794,8.101581116,8.102643534
1795,8.103693191,8.102643534
1796,8.101582299,8.102643534
1797,8.103692022,8.102643534
1798,8.101583479,8.102643534
1799,8.103690857,8.102643534
1800,8.101584657,8.102643534
1801,8.103689694,8.102643534
1802,8.101585832,8.102643534
1803,8.103688533,8.102643534
1804,8.101587004,8.102643534
1805,8.103687375,8.102643534
1806,8.101588174,8.102643534
1807,8.10368622,8.102643534
1808,8.101589342,8.102643534
1809,8.103685067,8.102643534
1810,8.101590506,8.102643534
1811,8.103683916,8.102643534
1812,8.101591669,8.102643534
1813,8.103682769,8.102643534
1814,8.101592828,8.102643534
1815,8.103681623,8.102643534
1816,8.101593985,8.102643534
1817,8.103680481,8.102643534
1818,8.10159514,8.102643534
1819,8.103679341,8.102643534
1820,8.101596292,8.102643534
1821,8.103678203,8.102643534
1822,8.101597441,8.102643534
1823,8.103677068,8.102643534
1824,8.101598588,8.102643534
1825,8.103675935,8.102643534
1826,8.101599733,8.102643534
1827,8.103674805,8.102643534
1828,8.101600875,8.102643534
1829,8.103673677,8.102643534
1830,8.101602014,8.102643534
1831,8.103672552,8.102643534
1832,8.101603151,8.102643534
1833,8.103671429,8.102643534
1834,8.101604286,8.102643534
1835,8.103670308,8.102643534
1836,8.101605418,8.102643534
1837,8.10366919,8.102643534
1838,8.101606547,8.102643534
1839,8.103668075,8.102643534
1840,8.101607674,8.102643534
1841,8.103666962,8.102643534
1842,8.101608799,8.102643534
1843,8.103665851,8.102643534
1844,8.101609921,8.102643534
1845,8.103664743,8.102643534
1846,8.101611041,8.102643534
1847,8.103663637,8.102643534
1848,8.101612158,8.102643534
1849,8.103662533,8.102643534
1850,8.101613273,8.102643534
1851,8.103661432,8.102643534
1852,8.101614386,8.102643534
1853,8.103660334,8.102643534
1854,8.101615496,8.102643534
1855,8.103659237,8.102643534
1856,8.101616603,8.102643534
1857,8.103658143,8.102643534
1858,8.101617709,8.102643534
1859,8.103657052,8.102643534
1860,8.101618812,8.102643534
1861,8.103655962,8.102643534
1862,8.101619912,8.102643534
1863,8.103654875,8.102643534
1864,8.101621011,8.102643534
1865,8.103653791,8.102643534
1866,8.101622106,8.102643534
1867,8.103652709,8.102643534
1868,8.1016232,8.102643534
1869,8.103651629,8.102643534
1870,8.101624291,8.102643534
1871,8.103650551,8.102643534
1872,8.10162538,8.102643534
1873,8.103649475,8.102643534
1874,8.101626467,8.102643534
1875,8.103648402,8.102643534
1876,8.101627551,8.102643534
1877,8.103647332,8.102643534
1878,8.101628633,8.102643534
1879,8.103646263,8.102643534
1880,8.101629712,8.102643534
1881,8.103645197,8.102643534
1882,8.10163079,8.102643534
1883,8.103644133,8.102643534
1884,8.101631865,8.102643534
1885,8.103643071,8.102643534
